Index,file,Spectral Points,Tgas,Tref,Trot,Tvib,add_at_used,broadening_max_width,broadening_method,calculation_time,cutoff,db_use_cached,dbformat,dbpath,dlm_log_pG,dlm_log_pL,export_lines,export_rovib_fraction,folding_thresh,include_neighbouring_lines,isotope,last_modified,levelsfmt,lines_calculated,lines_cutoff,lines_in_continuum,load_energies,lvl_use_cached,mole_fraction,molecule,name,optimization,parfuncfmt,parsum_mode,path_length,pressure_mbar,profiler,pseudo_continuum_threshold,radis_version,rot_distribution,self_absorption,state,thermal_equilibrium,total_lines,vib_distribution,wG,wL,warning_broadening_threshold,warning_linestrength_cutoff,wavenum_max,wavenum_max_calc,wavenum_min,wavenum_min_calc,waveunit,wstep,zero_padding,1+wL*wG,Complexity_voigt,complexity_final_voigt
87,20210808_Tvib300K_Trot300K_17.spec,380000.0,300,296,300,300,cython,300,voigt,1.10958814620972,0,1,hitran,"/home/pipebomb/Downloads/CO2 Database/02_500-625_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_625-750_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_750-1000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_1000-1500_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_1500-2000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2000-2125_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2125-2250_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2250-2500_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2500-3000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2500-3000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3000-3250_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3250-3500_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3500-3750_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3750-4000_HITEMP2010.par",0.13753507880165697,0.20180288881201602,0,0,1e-06,0,"1,2,3",1628366018.08774,radis,2000000,0,0,0,1,1,CO2,CO2_500_4000_2000000_voigt,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.014022111892700195, 'reinitialize': {'copy_database': 0.054877519607543945, 'memory_usage_warning': 0.0014371871948242188, 'reset_population': 2.6941299438476562e-05, 'value': 0.05635952949523926}, 'scaled_eq_linestrength': 0.0740048885345459, 'calc_lineshift': 0.005633831024169922, 'calc_hwhm': 0.1909942626953125, 'generate_wavenumber_arrays': 0.011321067810058594, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.053452491760253906, 'DLM_Initialized_vectors': 8.58306884765625e-06, 'DLM_closest_matching_line': 0.10268998146057129, 'DLM_Distribute_lines': 0.05404949188232422, 'DLM_convolve': 0.5305166244506836, 'value': 0.7434093952178955}, 'calc_other_spectral_quan': 0.013743162155151367, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,7487030,boltzmann,7,5,0.01,0.01,4000,4150,500,350,cm-1,0.01,380001,36.0,175759634.95369115,1.6821289727432303
89,20210808_Tvib300K_Trot300K_19.spec,380000.0,300,296,300,300,cython,300,voigt,1.8991672992706299,0,1,hitran,"/home/pipebomb/Downloads/CO2 Database/02_500-625_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_625-750_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_750-1000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_1000-1500_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_1500-2000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2000-2125_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2125-2250_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2250-2500_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2500-3000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2500-3000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3000-3250_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3250-3500_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3500-3750_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3750-4000_HITEMP2010.par",0.13753507880165697,0.20180288881201602,0,0,1e-06,0,"1,2,3",1628366047.95119,radis,3000000,0,0,0,1,1,CO2,CO2_500_4000_3000000_voigt,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.022475242614746094, 'reinitialize': {'copy_database': 0.08253026008605957, 'memory_usage_warning': 0.0014233589172363281, 'reset_population': 2.8133392333984375e-05, 'value': 0.0839998722076416}, 'scaled_eq_linestrength': 0.1089630126953125, 'calc_lineshift': 0.008335590362548828, 'calc_hwhm': 0.2623867988586426, 'generate_wavenumber_arrays': 0.013204336166381836, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.09401798248291016, 'DLM_Initialized_vectors': 8.821487426757812e-06, 'DLM_closest_matching_line': 0.16308116912841797, 'DLM_Distribute_lines': 0.14651155471801758, 'DLM_convolve': 0.9754865169525146, 'value': 1.3852295875549316}, 'calc_other_spectral_quan': 0.014465093612670898, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,7487030,boltzmann,12,5,0.01,0.01,4000,4150,500,350,cm-1,0.01,380001,61.0,297814937.0048655,2.7687622680172597
91,20210808_Tvib300K_Trot300K_21.spec,380000.0,300,296,300,300,cython,300,voigt,2.4361617565155,0,1,hitran,"/home/pipebomb/Downloads/CO2 Database/02_500-625_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_625-750_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_750-1000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_1000-1500_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_1500-2000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2000-2125_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2125-2250_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2250-2500_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2500-3000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2500-3000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3000-3250_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3250-3500_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3500-3750_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3750-4000_HITEMP2010.par",0.13753507880165697,0.20180288881201602,0,0,1e-06,0,"1,2,3",1628366088.48646,radis,4000000,0,0,0,1,1,CO2,CO2_500_4000_4000000_voigt,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.027024030685424805, 'reinitialize': {'copy_database': 0.23791861534118652, 'memory_usage_warning': 0.00148773193359375, 'reset_population': 2.765655517578125e-05, 'value': 0.23945403099060059}, 'scaled_eq_linestrength': 0.16156649589538574, 'calc_lineshift': 0.010625600814819336, 'calc_hwhm': 0.37934136390686035, 'generate_wavenumber_arrays': 0.015563488006591797, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.10430169105529785, 'DLM_Initialized_vectors': 1.0013580322265625e-05, 'DLM_closest_matching_line': 0.21720576286315918, 'DLM_Distribute_lines': 0.17990756034851074, 'DLM_convolve': 1.0805740356445312, 'value': 1.5884020328521729}, 'calc_other_spectral_quan': 0.014078617095947266, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,7487030,boltzmann,13,5,0.01,0.01,4000,4150,500,350,cm-1,0.01,380001,66.0,322225997.41510046,3.1537703949986766
93,20210808_Tvib300K_Trot300K_23.spec,380000.0,300,296,300,300,cython,300,voigt,3.50189423561096,0,1,hitran,"/home/pipebomb/Downloads/CO2 Database/02_500-625_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_625-750_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_750-1000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_1000-1500_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_1500-2000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2000-2125_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2125-2250_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2250-2500_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2500-3000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2500-3000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3000-3250_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3250-3500_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3500-3750_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3750-4000_HITEMP2010.par",0.13753507880165697,0.20180288881201602,0,0,1e-06,0,"1,2,3",1628366141.0055199,radis,5000000,0,0,0,1,1,CO2,CO2_500_4000_5000000_voigt,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.03380227088928223, 'reinitialize': {'copy_database': 0.19060707092285156, 'memory_usage_warning': 0.0014336109161376953, 'reset_population': 2.86102294921875e-05, 'value': 0.19208765029907227}, 'scaled_eq_linestrength': 0.34575605392456055, 'calc_lineshift': 0.05309319496154785, 'calc_hwhm': 0.8922069072723389, 'generate_wavenumber_arrays': 0.02175283432006836, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.12131261825561523, 'DLM_Initialized_vectors': 8.58306884765625e-06, 'DLM_closest_matching_line': 0.28087592124938965, 'DLM_Distribute_lines': 0.2702369689941406, 'DLM_convolve': 1.2672715187072754, 'value': 1.949190378189087}, 'calc_other_spectral_quan': 0.013892173767089844, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,7487030,boltzmann,15,5,0.01,0.01,4000,4150,500,350,cm-1,0.01,380001,76.0,371048118.2355702,3.7141848140532465
95,20210808_Tvib300K_Trot300K_25.spec,380000.0,300,296,300,300,cython,300,voigt,4.3727531433105495,0,1,hitran,"/home/pipebomb/Downloads/CO2 Database/02_500-625_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_625-750_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_750-1000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_1000-1500_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_1500-2000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2000-2125_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2125-2250_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2250-2500_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2500-3000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2500-3000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3000-3250_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3250-3500_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3500-3750_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3750-4000_HITEMP2010.par",0.13753507880165697,0.20180288881201602,0,0,1e-06,0,"1,2,3",1628366192.88059,radis,6000000,0,0,0,1,1,CO2,CO2_500_4000_6000000_voigt,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.05996394157409668, 'reinitialize': {'copy_database': 0.3568601608276367, 'memory_usage_warning': 0.0015075206756591797, 'reset_population': 2.9087066650390625e-05, 'value': 0.3584153652191162}, 'scaled_eq_linestrength': 0.28307485580444336, 'calc_lineshift': 0.03681826591491699, 'calc_hwhm': 1.048358678817749, 'generate_wavenumber_arrays': 0.024569988250732422, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.132049560546875, 'DLM_Initialized_vectors': 9.5367431640625e-06, 'DLM_closest_matching_line': 0.4211430549621582, 'DLM_Distribute_lines': 0.5916793346405029, 'DLM_convolve': 1.390272855758667, 'value': 2.547173500061035}, 'calc_other_spectral_quan': 0.014262199401855469, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,7487030,boltzmann,16,5,0.01,0.01,4000,4150,500,350,cm-1,0.01,380001,81.0,395459178.64580506,4.099192941034664
97,20210808_Tvib300K_Trot300K_27.spec,380000.0,300,296,300,300,cython,300,voigt,4.6760311126709,0,1,hitran,"/home/pipebomb/Downloads/CO2 Database/02_500-625_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_625-750_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_750-1000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_1000-1500_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_1500-2000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2000-2125_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2125-2250_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2250-2500_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2500-3000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2500-3000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3000-3250_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3250-3500_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3500-3750_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3750-4000_HITEMP2010.par",0.13753507880165697,0.20180288881201602,0,0,1e-06,0,"1,2,3",1628366247.42761,radis,7000000,0,0,0,1,1,CO2,CO2_500_4000_7000000_voigt,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.043984174728393555, 'reinitialize': {'copy_database': 0.42668747901916504, 'memory_usage_warning': 0.0015401840209960938, 'reset_population': 2.8133392333984375e-05, 'value': 0.42827463150024414}, 'scaled_eq_linestrength': 0.24907898902893066, 'calc_lineshift': 0.01832723617553711, 'calc_hwhm': 1.0662927627563477, 'generate_wavenumber_arrays': 0.027225255966186523, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.13529539108276367, 'DLM_Initialized_vectors': 9.059906005859375e-06, 'DLM_closest_matching_line': 0.5567193031311035, 'DLM_Distribute_lines': 0.6945772171020508, 'DLM_convolve': 1.425705909729004, 'value': 2.828852891921997}, 'calc_other_spectral_quan': 0.013887166976928711, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,7487030,boltzmann,16,5,0.01,0.01,4000,4150,500,350,cm-1,0.01,380001,81.0,395459178.64580506,4.308794775942928
99,20210808_Tvib300K_Trot300K_29.spec,380000.0,300,296,300,300,cython,300,voigt,5.09333896636963,0,1,hitran,"/home/pipebomb/Downloads/CO2 Database/02_500-625_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_625-750_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_750-1000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_1000-1500_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_1500-2000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2000-2125_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2125-2250_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2250-2500_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2500-3000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2500-3000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3000-3250_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3250-3500_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3500-3750_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3750-4000_HITEMP2010.par",0.13753507880165697,0.20180288881201602,0,0,1e-06,0,"1,2,3",1628366305.3545802,radis,7487030,0,0,0,1,1,CO2,CO2_500_4000_7487030_voigt,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.060117244720458984, 'reinitialize': {'copy_database': 0.5185506343841553, 'memory_usage_warning': 0.001482248306274414, 'reset_population': 2.7418136596679688e-05, 'value': 0.520094633102417}, 'scaled_eq_linestrength': 0.2720913887023926, 'calc_lineshift': 0.021414518356323242, 'calc_hwhm': 1.1454317569732666, 'generate_wavenumber_arrays': 0.028670787811279297, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.1486508846282959, 'DLM_Initialized_vectors': 9.059906005859375e-06, 'DLM_closest_matching_line': 0.6030895709991455, 'DLM_Distribute_lines': 0.7849979400634766, 'DLM_convolve': 1.4791545867919922, 'value': 3.03131365776062}, 'calc_other_spectral_quan': 0.014087200164794922, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,7487030,boltzmann,17,5,0.01,0.01,4000,4150,500,350,cm-1,0.01,380001,86.0,419870239.05604,4.586283449671454
101,20210808_Tvib300K_Trot300K_1.spec,230000.0,300,296,300,300,cython,300,voigt,0.112577676773071,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CH4-06_HITEMP2020.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3",1628414983.8622801,radis,1,0,0,0,1,1,CH4,CH4_2000_4000_1_voigt,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 4.7206878662109375e-05, 'reinitialize': {'copy_database': 0.00020313262939453125, 'memory_usage_warning': 0.0015492439270019531, 'reset_population': 4.4345855712890625e-05, 'value': 0.0018157958984375}, 'scaled_eq_linestrength': 0.0034058094024658203, 'calc_lineshift': 0.00075531005859375, 'calc_hwhm': 0.015156030654907227, 'generate_wavenumber_arrays': 0.004233360290527344, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.008423089981079102, 'DLM_Initialized_vectors': 1.0013580322265625e-05, 'DLM_closest_matching_line': 0.0004649162292480469, 'DLM_Distribute_lines': 0.0003459453582763672, 'DLM_convolve': 0.06515240669250488, 'value': 0.07485675811767578}, 'calc_other_spectral_quan': 0.012195110321044922, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,4398730,boltzmann,2,2,0.01,0.01,4000,4150,2000,1850,cm-1,0.01,230002,5.0,14197709.776091134,0.1020182123392645
103,20210808_Tvib300K_Trot300K_3.spec,230000.0,300,296,300,300,cython,300,voigt,0.128029584884644,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CH4-06_HITEMP2020.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3",1628415017.4743,radis,10,0,0,0,1,1,CH4,CH4_2000_4000_10_voigt,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 6.103515625e-05, 'reinitialize': {'copy_database': 0.0003497600555419922, 'memory_usage_warning': 0.0017268657684326172, 'reset_population': 2.6941299438476562e-05, 'value': 0.002118349075317383}, 'scaled_eq_linestrength': 0.002508878707885742, 'calc_lineshift': 0.0005359649658203125, 'calc_hwhm': 0.01449728012084961, 'generate_wavenumber_arrays': 0.0075817108154296875, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.009862661361694336, 'DLM_Initialized_vectors': 9.298324584960938e-06, 'DLM_closest_matching_line': 0.00040602684020996094, 'DLM_Distribute_lines': 0.0004611015319824219, 'DLM_convolve': 0.0791473388671875, 'value': 0.09061026573181152}, 'calc_other_spectral_quan': 0.010010242462158203, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,4398730,boltzmann,2,3,0.01,0.01,4000,4150,2000,1850,cm-1,0.01,230002,7.0,19876793.686527587,0.14282729985075052
105,20210808_Tvib300K_Trot300K_5.spec,230000.0,300,296,300,300,cython,300,voigt,0.110583543777466,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CH4-06_HITEMP2020.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3",1628415053.54233,radis,100,0,0,0,1,1,CH4,CH4_2000_4000_100_voigt,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 4.673004150390625e-05, 'reinitialize': {'copy_database': 0.00024199485778808594, 'memory_usage_warning': 0.00145721435546875, 'reset_population': 2.6941299438476562e-05, 'value': 0.001741170883178711}, 'scaled_eq_linestrength': 0.002633810043334961, 'calc_lineshift': 0.0005321502685546875, 'calc_hwhm': 0.01654362678527832, 'generate_wavenumber_arrays': 0.005838155746459961, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.009159088134765625, 'DLM_Initialized_vectors': 9.298324584960938e-06, 'DLM_closest_matching_line': 0.00038552284240722656, 'DLM_Distribute_lines': 0.0004055500030517578, 'DLM_convolve': 0.06452608108520508, 'value': 0.07494354248046875}, 'calc_other_spectral_quan': 0.008198738098144531, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,4398730,boltzmann,2,3,0.01,0.01,4000,4150,2000,1850,cm-1,0.01,230002,7.0,19876793.686527587,0.14284616401589226
107,20210808_Tvib300K_Trot300K_7.spec,230000.0,300,296,300,300,cython,300,voigt,0.116716623306274,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CH4-06_HITEMP2020.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3",1628415085.60635,radis,1000,0,0,0,1,1,CH4,CH4_2000_4000_1000_voigt,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 5.3882598876953125e-05, 'reinitialize': {'copy_database': 0.0003731250762939453, 'memory_usage_warning': 0.0014910697937011719, 'reset_population': 2.5987625122070312e-05, 'value': 0.001905679702758789}, 'scaled_eq_linestrength': 0.0031511783599853516, 'calc_lineshift': 0.0005805492401123047, 'calc_hwhm': 0.015856027603149414, 'generate_wavenumber_arrays': 0.005148172378540039, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.013068199157714844, 'DLM_Initialized_vectors': 1.0013580322265625e-05, 'DLM_closest_matching_line': 0.0006024837493896484, 'DLM_Distribute_lines': 0.0004999637603759766, 'DLM_convolve': 0.06629800796508789, 'value': 0.08095240592956543}, 'calc_other_spectral_quan': 0.008965492248535156, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,4398730,boltzmann,2,3,0.01,0.01,4000,4150,2000,1850,cm-1,0.01,230002,7.0,19876793.686527587,0.1430348056673097
109,20210808_Tvib300K_Trot300K_9.spec,230000.0,300,296,300,300,cython,300,voigt,0.11176514625549301,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CH4-06_HITEMP2020.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3",1628415117.87029,radis,10000,0,0,0,1,1,CH4,CH4_2000_4000_10000_voigt,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 6.461143493652344e-05, 'reinitialize': {'copy_database': 0.0010268688201904297, 'memory_usage_warning': 0.0015256404876708984, 'reset_population': 2.7894973754882812e-05, 'value': 0.002597332000732422}, 'scaled_eq_linestrength': 0.004821300506591797, 'calc_lineshift': 0.0008597373962402344, 'calc_hwhm': 0.015221595764160156, 'generate_wavenumber_arrays': 0.0038428306579589844, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.00893712043762207, 'DLM_Initialized_vectors': 8.821487426757812e-06, 'DLM_closest_matching_line': 0.0009398460388183594, 'DLM_Distribute_lines': 0.0007085800170898438, 'DLM_convolve': 0.06445789337158203, 'value': 0.07554340362548828}, 'calc_other_spectral_quan': 0.008711099624633789, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,4398730,boltzmann,2,3,0.01,0.01,4000,4150,2000,1850,cm-1,0.01,230002,7.0,19876793.686527587,0.14492122218148407
111,20210808_Tvib300K_Trot300K_11.spec,230000.0,300,296,300,300,cython,300,voigt,0.142114400863647,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CH4-06_HITEMP2020.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3",1628415149.49739,radis,100000,0,0,0,1,1,CH4,CH4_2000_4000_100000_voigt,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 5.245208740234375e-05, 'reinitialize': {'copy_database': 0.01222538948059082, 'memory_usage_warning': 0.001627206802368164, 'reset_population': 4.601478576660156e-05, 'value': 0.01391744613647461}, 'scaled_eq_linestrength': 0.008353710174560547, 'calc_lineshift': 0.0008313655853271484, 'calc_hwhm': 0.026604413986206055, 'generate_wavenumber_arrays': 0.004164695739746094, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.009418487548828125, 'DLM_Initialized_vectors': 7.3909759521484375e-06, 'DLM_closest_matching_line': 0.0046842098236083984, 'DLM_Distribute_lines': 0.002330780029296875, 'DLM_convolve': 0.06326699256896973, 'value': 0.0800933837890625}, 'calc_other_spectral_quan': 0.007993459701538086, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,4398730,boltzmann,2,3,0.01,0.01,4000,4150,2000,1850,cm-1,0.01,230002,7.0,19876793.686527587,0.16378538732322787
113,20210808_Tvib300K_Trot300K_13.spec,230000.0,300,296,300,300,cython,300,voigt,1.0496358871459999,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CH4-06_HITEMP2020.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3",1628415187.38444,radis,1000000,0,0,0,1,1,CH4,CH4_2000_4000_1000000_voigt,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 7.295608520507812e-05, 'reinitialize': {'copy_database': 0.16438984870910645, 'memory_usage_warning': 0.0015482902526855469, 'reset_population': 2.6226043701171875e-05, 'value': 0.16598248481750488}, 'scaled_eq_linestrength': 0.04402780532836914, 'calc_lineshift': 0.003878355026245117, 'calc_hwhm': 0.09888315200805664, 'generate_wavenumber_arrays': 0.0061261653900146484, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.07952547073364258, 'DLM_Initialized_vectors': 1.2636184692382812e-05, 'DLM_closest_matching_line': 0.0547792911529541, 'DLM_Distribute_lines': 0.06998586654663086, 'DLM_convolve': 0.514676570892334, 'value': 0.7227251529693604}, 'calc_other_spectral_quan': 0.007831811904907227, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,4398730,boltzmann,5,10,0.01,0.01,4000,4150,2000,1850,cm-1,0.01,230002,51.0,144816639.71612957,1.2501854628300462
