Index,file,Spectral Points,Tgas,Tref,Trot,Tvib,add_at_used,broadening_max_width,broadening_method,calculation_time,cutoff,db_use_cached,dbformat,dbpath,dlm_log_pG,dlm_log_pL,export_lines,export_rovib_fraction,folding_thresh,include_neighbouring_lines,isotope,last_modified,levelsfmt,lines_calculated,lines_cutoff,lines_in_continuum,load_energies,lvl_use_cached,mole_fraction,molecule,name,optimization,parfuncfmt,parsum_mode,path_length,pressure_mbar,profiler,pseudo_continuum_threshold,radis_version,rot_distribution,self_absorption,state,thermal_equilibrium,total_lines,vib_distribution,wG,wL,warning_broadening_threshold,warning_linestrength_cutoff,wavenum_max,wavenum_max_calc,wavenum_min,wavenum_min_calc,waveunit,wstep,zero_padding,1+wL*wG,Complexity_voigt,complexity_final_voigt
64,20210807_Tvib300K_Trot300K_50.spec,666666.666666667,300,296,300,300,cython,300,voigt,1.3830728530883798,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3,4,5,6",1628343730.45373,radis,19238,0,0,0,1,1,CO,CO_5000_5100_19238_voigt,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.0002453327178955078, 'reinitialize': {'copy_database': 0.00044465065002441406, 'memory_usage_warning': 0.0013704299926757812, 'reset_population': 3.600120544433594e-05, 'value': 0.001867532730102539}, 'scaled_eq_linestrength': 0.006201267242431641, 'calc_lineshift': 0.0008442401885986328, 'calc_hwhm': 0.01798391342163086, 'generate_wavenumber_arrays': 0.008721590042114258, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.3831768035888672, 'DLM_Initialized_vectors': 9.059906005859375e-06, 'DLM_closest_matching_line': 0.0029854774475097656, 'DLM_Distribute_lines': 0.02736663818359375, 'DLM_convolve': 0.9230642318725586, 'value': 1.3397974967956543}, 'calc_other_spectral_quan': 0.007308244705200195, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,19238,boltzmann,3,5,0.01,0.01,5100,5250,5000,4850,cm-1,0.0006,5001,,143040484.79846525,1.0318533419317482
65,20210807_Tvib300K_Trot300K_51.spec,800000.0,300,296,300,300,cython,300,voigt,1.71208882331848,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3,4,5,6",1628343732.65371,radis,19238,0,0,0,1,1,CO,CO_5000_5100_19238_voigt,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.0002624988555908203, 'reinitialize': {'copy_database': 0.0005016326904296875, 'memory_usage_warning': 0.0013518333435058594, 'reset_population': 3.2901763916015625e-05, 'value': 0.0019032955169677734}, 'scaled_eq_linestrength': 0.006197214126586914, 'calc_lineshift': 0.0008060932159423828, 'calc_hwhm': 0.020075082778930664, 'generate_wavenumber_arrays': 0.012717723846435547, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.5089924335479736, 'DLM_Initialized_vectors': 8.58306884765625e-06, 'DLM_closest_matching_line': 0.003524303436279297, 'DLM_Distribute_lines': 0.029659748077392578, 'DLM_convolve': 1.114318609237671, 'value': 1.6604959964752197}, 'calc_other_spectral_quan': 0.009525060653686523, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,19238,boltzmann,3,5,0.01,0.01,5100,5250,5000,4850,cm-1,0.0005,5001,,173982297.68512082,1.2541865211243244
66,20210807_Tvib300K_Trot300K_52.spec,1000000.0,300,296,300,300,cython,300,voigt,2.39810705184937,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3,4,5,6",1628343735.66968,radis,19238,0,0,0,1,1,CO,CO_5000_5100_19238_voigt,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.00024008750915527344, 'reinitialize': {'copy_database': 0.00044465065002441406, 'memory_usage_warning': 0.0013434886932373047, 'reset_population': 3.4809112548828125e-05, 'value': 0.0018389225006103516}, 'scaled_eq_linestrength': 0.005443572998046875, 'calc_lineshift': 0.0008075237274169922, 'calc_hwhm': 0.017590761184692383, 'generate_wavenumber_arrays': 0.012759685516357422, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.5954933166503906, 'DLM_Initialized_vectors': 8.344650268554688e-06, 'DLM_closest_matching_line': 0.003807544708251953, 'DLM_Distribute_lines': 0.03159761428833008, 'DLM_convolve': 1.7154932022094727, 'value': 2.349790096282959}, 'calc_other_spectral_quan': 0.009538888931274414, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,19238,boltzmann,3,5,0.01,0.01,5100,5250,5000,4850,cm-1,0.0004,5001,,221048168.92742836,1.5923795295011438
67,20210807_Tvib300K_Trot300K_53.spec,1333333.33333333,300,296,300,300,cython,300,voigt,3.53857922554016,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3,4,5,6",1628343740.04964,radis,19238,0,0,0,1,1,CO,CO_5000_5100_19238_voigt,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.0002701282501220703, 'reinitialize': {'copy_database': 0.0005352497100830078, 'memory_usage_warning': 0.001466512680053711, 'reset_population': 3.409385681152344e-05, 'value': 0.0020537376403808594}, 'scaled_eq_linestrength': 0.00606083869934082, 'calc_lineshift': 0.0007619857788085938, 'calc_hwhm': 0.02005171775817871, 'generate_wavenumber_arrays': 0.0210878849029541, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.944401741027832, 'DLM_Initialized_vectors': 8.58306884765625e-06, 'DLM_closest_matching_line': 0.0044896602630615234, 'DLM_Distribute_lines': 0.042937278747558594, 'DLM_convolve': 2.4773051738739014, 'value': 3.4726197719573975}, 'calc_other_spectral_quan': 0.015560626983642578, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,19238,boltzmann,3,5,0.01,0.01,5100,5250,5000,4850,cm-1,0.0003,5001,,300868109.448875,2.165927731221065
68,20210807_Tvib300K_Trot300K_54.spec,2000000.0,300,296,300,300,cython,300,voigt,5.58562111854553,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3,4,5,6",1628343746.72557,radis,19238,0,0,0,1,1,CO,CO_5000_5100_19238_voigt,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.00024771690368652344, 'reinitialize': {'copy_database': 0.0004744529724121094, 'memory_usage_warning': 0.0012750625610351562, 'reset_population': 3.075599670410156e-05, 'value': 0.0017948150634765625}, 'scaled_eq_linestrength': 0.005948305130004883, 'calc_lineshift': 0.000701904296875, 'calc_hwhm': 0.016551971435546875, 'generate_wavenumber_arrays': 0.026360034942626953, 'calc_line_broadening': {'precompute_DLM_lineshapes': 1.5223848819732666, 'DLM_Initialized_vectors': 8.58306884765625e-06, 'DLM_closest_matching_line': 0.007122516632080078, 'DLM_Distribute_lines': 0.04034590721130371, 'DLM_convolve': 3.939613103866577, 'value': 5.514434337615967}, 'calc_other_spectral_quan': 0.01948380470275879, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,19238,boltzmann,3,5,0.01,0.01,5100,5250,5000,4850,cm-1,0.0002,5001,,464277047.632775,3.340106790088634
69,20210807_Tvib300K_Trot300K_55.spec,4000000.0,300,296,300,300,cython,300,voigt,13.152761936187698,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3,4,5,6",1628343761.93342,radis,19238,0,0,0,1,1,CO,CO_5000_5100_19238_voigt,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.00024247169494628906, 'reinitialize': {'copy_database': 0.0004162788391113281, 'memory_usage_warning': 0.0012350082397460938, 'reset_population': 2.9087066650390625e-05, 'value': 0.0016949176788330078}, 'scaled_eq_linestrength': 0.006064176559448242, 'calc_lineshift': 0.0008258819580078125, 'calc_hwhm': 0.016675949096679688, 'generate_wavenumber_arrays': 0.06707930564880371, 'calc_line_broadening': {'precompute_DLM_lineshapes': 2.326909303665161, 'DLM_Initialized_vectors': 8.106231689453125e-06, 'DLM_closest_matching_line': 0.009226799011230469, 'DLM_Distribute_lines': 0.038529157638549805, 'DLM_convolve': 10.626031875610352, 'value': 13.00994324684143}, 'calc_other_spectral_quan': 0.050122976303100586, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,19238,boltzmann,3,5,0.01,0.01,5100,5250,5000,4850,cm-1,0.0001,5001,,972915514.8213866,6.994941362449925
71,20210808_Tvib300K_Trot300K_1.spec,380000.0,300,296,300,300,cython,300,voigt,0.22336173057556197,0,1,hitran,"/home/pipebomb/Downloads/CO2 Database/02_500-625_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_625-750_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_750-1000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_1000-1500_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_1500-2000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2000-2125_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2125-2250_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2250-2500_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2500-3000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2500-3000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3000-3250_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3250-3500_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3500-3750_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3750-4000_HITEMP2010.par",0.13753507880165697,0.20180288881201602,0,0,1e-06,0,"1,2,3",1628365844.9549,radis,10,0,0,0,1,1,CO2,CO2_500_4000_10_voigt,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.0020737648010253906, 'reinitialize': {'copy_database': 0.00043010711669921875, 'memory_usage_warning': 0.0026433467864990234, 'reset_population': 4.6253204345703125e-05, 'value': 0.003147602081298828}, 'scaled_eq_linestrength': 0.005255937576293945, 'calc_lineshift': 0.0013659000396728516, 'calc_hwhm': 0.018407106399536133, 'generate_wavenumber_arrays': 0.0069348812103271484, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.011733055114746094, 'DLM_Initialized_vectors': 8.106231689453125e-06, 'DLM_closest_matching_line': 0.0005955696105957031, 'DLM_Distribute_lines': 0.0009596347808837891, 'DLM_convolve': 0.15793538093566895, 'value': 0.17199468612670898}, 'calc_other_spectral_quan': 0.014042377471923828, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,7487030,boltzmann,2,4,0.01,0.01,4000,4150,500,350,cm-1,0.01,380001,9.0,43939908.73842279,0.31573342175002456
73,20210808_Tvib300K_Trot300K_3.spec,380000.0,300,296,300,300,cython,300,voigt,0.281090497970581,0,1,hitran,"/home/pipebomb/Downloads/CO2 Database/02_500-625_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_625-750_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_750-1000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_1000-1500_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_1500-2000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2000-2125_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2125-2250_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2250-2500_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2500-3000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2500-3000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3000-3250_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3250-3500_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3500-3750_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3750-4000_HITEMP2010.par",0.13753507880165697,0.20180288881201602,0,0,1e-06,0,"1,2,3",1628365886.30614,radis,100,0,0,0,1,1,CO2,CO2_500_4000_100_voigt,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.0043222904205322266, 'reinitialize': {'copy_database': 0.0008187294006347656, 'memory_usage_warning': 0.0049550533294677734, 'reset_population': 8.320808410644531e-05, 'value': 0.00591731071472168}, 'scaled_eq_linestrength': 0.009409904479980469, 'calc_lineshift': 0.0015115737915039062, 'calc_hwhm': 0.02127218246459961, 'generate_wavenumber_arrays': 0.0073926448822021484, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.016692638397216797, 'DLM_Initialized_vectors': 4.6253204345703125e-05, 'DLM_closest_matching_line': 0.0010068416595458984, 'DLM_Distribute_lines': 0.0014960765838623047, 'DLM_convolve': 0.19550848007202148, 'value': 0.21566200256347656}, 'calc_other_spectral_quan': 0.015404224395751953, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,7487030,boltzmann,2,5,0.01,0.01,4000,4150,500,350,cm-1,0.01,380001,11.0,53704332.90251674,0.38591480274442747
75,20210808_Tvib300K_Trot300K_5.spec,380000.0,300,296,300,300,cython,300,voigt,0.228467702865601,0,1,hitran,"/home/pipebomb/Downloads/CO2 Database/02_500-625_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_625-750_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_750-1000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_1000-1500_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_1500-2000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2000-2125_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2125-2250_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2250-2500_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2500-3000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2500-3000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3000-3250_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3250-3500_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3500-3750_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3750-4000_HITEMP2010.par",0.13753507880165697,0.20180288881201602,0,0,1e-06,0,"1,2,3",1628365905.40979,radis,1000,0,0,0,1,1,CO2,CO2_500_4000_1000_voigt,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.0010628700256347656, 'reinitialize': {'copy_database': 0.000232696533203125, 'memory_usage_warning': 0.0013179779052734375, 'reset_population': 2.4318695068359375e-05, 'value': 0.0015888214111328125}, 'scaled_eq_linestrength': 0.002598285675048828, 'calc_lineshift': 0.0004973411560058594, 'calc_hwhm': 0.015706777572631836, 'generate_wavenumber_arrays': 0.007632732391357422, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.013675689697265625, 'DLM_Initialized_vectors': 7.867813110351562e-06, 'DLM_closest_matching_line': 0.0006566047668457031, 'DLM_Distribute_lines': 0.001161813735961914, 'DLM_convolve': 0.16594266891479492, 'value': 0.18200039863586426}, 'calc_other_spectral_quan': 0.01729416847229004, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,7487030,boltzmann,2,5,0.01,0.01,4000,4150,500,350,cm-1,0.01,380001,11.0,53704332.90251674,0.3861034443958449
77,20210808_Tvib300K_Trot300K_7.spec,380000.0,300,296,300,300,cython,300,voigt,0.22389483451843303,0,1,hitran,"/home/pipebomb/Downloads/CO2 Database/02_500-625_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_625-750_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_750-1000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_1000-1500_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_1500-2000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2000-2125_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2125-2250_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2250-2500_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2500-3000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2500-3000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3000-3250_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3250-3500_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3500-3750_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3750-4000_HITEMP2010.par",0.13753507880165697,0.20180288881201602,0,0,1e-06,0,"1,2,3",1628365921.54549,radis,10000,0,0,0,1,1,CO2,CO2_500_4000_10000_voigt,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.0021889209747314453, 'reinitialize': {'copy_database': 0.0003883838653564453, 'memory_usage_warning': 0.0013370513916015625, 'reset_population': 2.5510787963867188e-05, 'value': 0.0017650127410888672}, 'scaled_eq_linestrength': 0.002911806106567383, 'calc_lineshift': 0.0005445480346679688, 'calc_hwhm': 0.012096881866455078, 'generate_wavenumber_arrays': 0.006596803665161133, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.013997316360473633, 'DLM_Initialized_vectors': 8.106231689453125e-06, 'DLM_closest_matching_line': 0.0010323524475097656, 'DLM_Distribute_lines': 0.0013942718505859375, 'DLM_convolve': 0.16489267349243164, 'value': 0.18227505683898926}, 'calc_other_spectral_quan': 0.0154266357421875, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,7487030,boltzmann,2,5,0.01,0.01,4000,4150,500,350,cm-1,0.01,380001,11.0,53704332.90251674,0.38798986091001925
79,20210808_Tvib300K_Trot300K_9.spec,380000.0,300,296,300,300,cython,300,voigt,0.373553037643433,0,1,hitran,"/home/pipebomb/Downloads/CO2 Database/02_500-625_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_625-750_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_750-1000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_1000-1500_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_1500-2000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2000-2125_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2125-2250_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2250-2500_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2500-3000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2500-3000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3000-3250_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3250-3500_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3500-3750_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3750-4000_HITEMP2010.par",0.13753507880165697,0.20180288881201602,0,0,1e-06,0,"1,2,3",1628365939.84516,radis,100000,0,0,0,1,1,CO2,CO2_500_4000_100000_voigt,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.011527776718139648, 'reinitialize': {'copy_database': 0.005355119705200195, 'memory_usage_warning': 0.006133556365966797, 'reset_population': 0.00010991096496582031, 'value': 0.011688232421875}, 'scaled_eq_linestrength': 0.022571802139282227, 'calc_lineshift': 0.0024383068084716797, 'calc_hwhm': 0.0420072078704834, 'generate_wavenumber_arrays': 0.010445356369018555, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.021923542022705078, 'DLM_Initialized_vectors': 8.344650268554688e-06, 'DLM_closest_matching_line': 0.004855155944824219, 'DLM_Distribute_lines': 0.0019364356994628906, 'DLM_convolve': 0.22993135452270508, 'value': 0.25937414169311523}, 'calc_other_spectral_quan': 0.013304710388183594, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,7487030,boltzmann,3,5,0.01,0.01,4000,4150,500,350,cm-1,0.01,380001,16.0,78115393.31275162,0.5822603181249161
81,20210808_Tvib300K_Trot300K_11.spec,380000.0,300,296,300,300,cython,300,voigt,0.509918689727783,0,1,hitran,"/home/pipebomb/Downloads/CO2 Database/02_500-625_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_625-750_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_750-1000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_1000-1500_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_1500-2000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2000-2125_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2125-2250_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2250-2500_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2500-3000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2500-3000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3000-3250_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3250-3500_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3500-3750_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3750-4000_HITEMP2010.par",0.13753507880165697,0.20180288881201602,0,0,1e-06,0,"1,2,3",1628365957.25284,radis,500000,0,0,0,1,1,CO2,CO2_500_4000_500000_voigt,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.005356788635253906, 'reinitialize': {'copy_database': 0.008823871612548828, 'memory_usage_warning': 0.0014150142669677734, 'reset_population': 2.8133392333984375e-05, 'value': 0.010284900665283203}, 'scaled_eq_linestrength': 0.02070760726928711, 'calc_lineshift': 0.0021238327026367188, 'calc_hwhm': 0.046773672103881836, 'generate_wavenumber_arrays': 0.008519411087036133, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.029067516326904297, 'DLM_Initialized_vectors': 8.821487426757812e-06, 'DLM_closest_matching_line': 0.024890899658203125, 'DLM_Distribute_lines': 0.012971878051757812, 'DLM_convolve': 0.33429884910583496, 'value': 0.4018552303314209}, 'calc_other_spectral_quan': 0.014199972152709961, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,7487030,boltzmann,4,5,0.01,0.01,4000,4150,500,350,cm-1,0.01,380001,21.0,102526453.7229865,0.8415073441613747
83,20210808_Tvib300K_Trot300K_13.spec,380000.0,300,296,300,300,cython,300,voigt,0.58600378036499,0,1,hitran,"/home/pipebomb/Downloads/CO2 Database/02_500-625_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_625-750_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_750-1000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_1000-1500_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_1500-2000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2000-2125_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2125-2250_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2250-2500_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2500-3000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2500-3000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3000-3250_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3250-3500_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3500-3750_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3750-4000_HITEMP2010.par",0.13753507880165697,0.20180288881201602,0,0,1e-06,0,"1,2,3",1628365975.55251,radis,750000,0,0,0,1,1,CO2,CO2_500_4000_750000_voigt,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.006749868392944336, 'reinitialize': {'copy_database': 0.016473770141601562, 'memory_usage_warning': 0.0014879703521728516, 'reset_population': 2.7894973754882812e-05, 'value': 0.01800704002380371}, 'scaled_eq_linestrength': 0.029996156692504883, 'calc_lineshift': 0.0035309791564941406, 'calc_hwhm': 0.060986995697021484, 'generate_wavenumber_arrays': 0.008445978164672852, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.030152559280395508, 'DLM_Initialized_vectors': 9.298324584960938e-06, 'DLM_closest_matching_line': 0.03724813461303711, 'DLM_Distribute_lines': 0.01998591423034668, 'DLM_convolve': 0.3560616970062256, 'value': 0.4441714286804199}, 'calc_other_spectral_quan': 0.014004230499267578, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,7487030,boltzmann,4,5,0.01,0.01,4000,4150,500,350,cm-1,0.01,380001,21.0,102526453.7229865,0.8939078028884408
85,20210808_Tvib300K_Trot300K_15.spec,380000.0,300,296,300,300,cython,300,voigt,0.664825916290283,0,1,hitran,"/home/pipebomb/Downloads/CO2 Database/02_500-625_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_625-750_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_750-1000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_1000-1500_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_1500-2000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2000-2125_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2125-2250_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2250-2500_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2500-3000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2500-3000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3000-3250_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3250-3500_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3500-3750_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3750-4000_HITEMP2010.par",0.13753507880165697,0.20180288881201602,0,0,1e-06,0,"1,2,3",1628365995.46815,radis,1000000,0,0,0,1,1,CO2,CO2_500_4000_1000000_voigt,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.008255243301391602, 'reinitialize': {'copy_database': 0.029251813888549805, 'memory_usage_warning': 0.0014400482177734375, 'reset_population': 5.6743621826171875e-05, 'value': 0.030766725540161133}, 'scaled_eq_linestrength': 0.03785824775695801, 'calc_lineshift': 0.0032341480255126953, 'calc_hwhm': 0.07811403274536133, 'generate_wavenumber_arrays': 0.009052753448486328, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.0364530086517334, 'DLM_Initialized_vectors': 2.1696090698242188e-05, 'DLM_closest_matching_line': 0.05122065544128418, 'DLM_Distribute_lines': 0.02387833595275879, 'DLM_convolve': 0.3711850643157959, 'value': 0.48382139205932617}, 'calc_other_spectral_quan': 0.013622760772705078, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,7487030,boltzmann,5,5,0.01,0.01,4000,4150,500,350,cm-1,0.01,380001,26.0,126937514.13322139,1.12171455368866
