Index,file,Spectral Points,Tgas,Tref,Trot,Tvib,add_at_used,broadening_max_width,broadening_method,calculation_time,cutoff,db_use_cached,dbformat,dbpath,dlm_log_pG,dlm_log_pL,export_lines,export_rovib_fraction,folding_thresh,include_neighbouring_lines,isotope,last_modified,levelsfmt,lines_calculated,lines_cutoff,lines_in_continuum,load_energies,lvl_use_cached,mole_fraction,molecule,name,optimization,parfuncfmt,parsum_mode,path_length,pressure_mbar,profiler,pseudo_continuum_threshold,radis_version,rot_distribution,self_absorption,state,thermal_equilibrium,total_lines,vib_distribution,wG,wL,warning_broadening_threshold,warning_linestrength_cutoff,wavenum_max,wavenum_max_calc,wavenum_min,wavenum_min_calc,waveunit,wstep,zero_padding,1+wL*wG,Complexity_fft,complexity_final_fft
37,20210807_Tvib300K_Trot300K_23.spec,800000.0,300,296,300,300,cython,300,fft,7.2610604763031,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3,4,5,6",1628343548.82357,radis,19238,0,0,0,1,1,CO,CO_5000_5100_19238_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.0002338886260986328, 'reinitialize': {'copy_database': 0.0004169940948486328, 'memory_usage_warning': 0.0011827945709228516, 'reset_population': 3.0279159545898438e-05, 'value': 0.001644134521484375}, 'scaled_eq_linestrength': 0.006005048751831055, 'calc_lineshift': 0.0008196830749511719, 'calc_hwhm': 0.011099100112915039, 'generate_wavenumber_arrays': 0.012736082077026367, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.22846221923828125, 'DLM_Initialized_vectors': 8.106231689453125e-06, 'DLM_closest_matching_line': 0.003262758255004883, 'DLM_Distribute_lines': 0.02917933464050293, 'DLM_convolve': 6.953263521194458, 'value': 7.220534324645996}, 'calc_other_spectral_quan': 0.007892608642578125, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,19238,boltzmann,3,5,0.01,0.01,5100,5250,5000,4850,cm-1,0.0005,5001,,173982297.68512082,8.133663052374608
38,20210807_Tvib300K_Trot300K_24.spec,1000000.0,300,296,300,300,cython,300,fft,9.272809743881231,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3,4,5,6",1628343558.68747,radis,19238,0,0,0,1,1,CO,CO_5000_5100_19238_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.00023651123046875, 'reinitialize': {'copy_database': 0.00042748451232910156, 'memory_usage_warning': 0.0011920928955078125, 'reset_population': 3.0040740966796875e-05, 'value': 0.0016632080078125}, 'scaled_eq_linestrength': 0.005761384963989258, 'calc_lineshift': 0.0009274482727050781, 'calc_hwhm': 0.011616230010986328, 'generate_wavenumber_arrays': 0.014403581619262695, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.304516077041626, 'DLM_Initialized_vectors': 8.58306884765625e-06, 'DLM_closest_matching_line': 0.0037038326263427734, 'DLM_Distribute_lines': 0.03150033950805664, 'DLM_convolve': 8.881895780563354, 'value': 9.22860836982727}, 'calc_other_spectral_quan': 0.009500741958618164, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,19238,boltzmann,3,5,0.01,0.01,5100,5250,5000,4850,cm-1,0.0004,5001,,221048168.92742836,10.33398999968401
39,20210807_Tvib300K_Trot300K_25.spec,1333333.33333333,300,296,300,300,cython,300,fft,8.39966249465942,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3,4,5,6",1628343567.83538,radis,19238,0,0,0,1,1,CO,CO_5000_5100_19238_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.00027179718017578125, 'reinitialize': {'copy_database': 0.00041747093200683594, 'memory_usage_warning': 0.0012395381927490234, 'reset_population': 3.075599670410156e-05, 'value': 0.0017025470733642578}, 'scaled_eq_linestrength': 0.006369113922119141, 'calc_lineshift': 0.000850677490234375, 'calc_hwhm': 0.011648178100585938, 'generate_wavenumber_arrays': 0.019533872604370117, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.4590179920196533, 'DLM_Initialized_vectors': 8.344650268554688e-06, 'DLM_closest_matching_line': 0.0043697357177734375, 'DLM_Distribute_lines': 0.033316850662231445, 'DLM_convolve': 7.842212200164795, 'value': 8.3460111618042}, 'calc_other_spectral_quan': 0.013179302215576172, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,19238,boltzmann,3,5,0.01,0.01,5100,5250,5000,4850,cm-1,0.0003,5001,,300868109.448875,14.065567922841604
40,20210807_Tvib300K_Trot300K_26.spec,2000000.0,300,296,300,300,cython,300,fft,18.7946376800537,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3,4,5,6",1628343587.6951802,radis,19238,0,0,0,1,1,CO,CO_5000_5100_19238_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.0002384185791015625, 'reinitialize': {'copy_database': 0.000431060791015625, 'memory_usage_warning': 0.0012128353118896484, 'reset_population': 3.075599670410156e-05, 'value': 0.0016887187957763672}, 'scaled_eq_linestrength': 0.00565648078918457, 'calc_lineshift': 0.0009362697601318359, 'calc_hwhm': 0.011432886123657227, 'generate_wavenumber_arrays': 0.02753305435180664, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.7302358150482178, 'DLM_Initialized_vectors': 8.106231689453125e-06, 'DLM_closest_matching_line': 0.005922794342041016, 'DLM_Distribute_lines': 0.0359804630279541, 'DLM_convolve': 17.94801902770996, 'value': 18.726868152618408}, 'calc_other_spectral_quan': 0.02019214630126953, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,19238,boltzmann,3,5,0.01,0.01,5100,5250,5000,4850,cm-1,0.0002,5001,,464277047.632775,21.704926987633524
41,20210807_Tvib300K_Trot300K_27.spec,4000000.0,300,296,300,300,cython,300,fft,41.1367642879486,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3,4,5,6",1628343630.78674,radis,19238,0,0,0,1,1,CO,CO_5000_5100_19238_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.00023484230041503906, 'reinitialize': {'copy_database': 0.00042700767517089844, 'memory_usage_warning': 0.0011970996856689453, 'reset_population': 2.956390380859375e-05, 'value': 0.0016684532165527344}, 'scaled_eq_linestrength': 0.005934476852416992, 'calc_lineshift': 0.0007951259613037109, 'calc_hwhm': 0.011430025100708008, 'generate_wavenumber_arrays': 0.05800342559814453, 'calc_line_broadening': {'precompute_DLM_lineshapes': 1.9080169200897217, 'DLM_Initialized_vectors': 8.821487426757812e-06, 'DLM_closest_matching_line': 0.025587081909179688, 'DLM_Distribute_lines': 0.038680076599121094, 'DLM_convolve': 39.02669286727905, 'value': 41.01444911956787}, 'calc_other_spectral_quan': 0.044152259826660156, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,19238,boltzmann,3,5,0.01,0.01,5100,5250,5000,4850,cm-1,0.0001,5001,,972915514.8213866,45.48374795179805
70,20210808_Tvib300K_Trot300K.spec,380000.0,300,296,300,300,cython,300,fft,1.92453670501709,0,1,hitran,"/home/pipebomb/Downloads/CO2 Database/02_500-625_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_625-750_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_750-1000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_1000-1500_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_1500-2000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2000-2125_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2125-2250_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2250-2500_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2500-3000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2500-3000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3000-3250_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3250-3500_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3500-3750_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3750-4000_HITEMP2010.par",0.13753507880165697,0.20180288881201602,0,0,1e-06,0,"1,2,3",1628365843.81492,radis,10,0,0,0,1,1,CO2,CO2_500_4000_10_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.056862592697143555, 'reinitialize': {'copy_database': 0.0002503395080566406, 'memory_usage_warning': 0.0021889209747314453, 'reset_population': 2.47955322265625e-05, 'value': 0.0024814605712890625}, 'scaled_eq_linestrength': 0.003698587417602539, 'calc_lineshift': 0.0005095005035400391, 'calc_hwhm': 0.029154062271118164, 'generate_wavenumber_arrays': 0.013138532638549805, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.05388164520263672, 'DLM_Initialized_vectors': 1.0013580322265625e-05, 'DLM_closest_matching_line': 0.0006475448608398438, 'DLM_Distribute_lines': 5.459785461425781e-05, 'DLM_convolve': 1.7485120296478271, 'value': 1.8038580417633057}, 'calc_other_spectral_quan': 0.014722824096679688, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,7487030,boltzmann,2,4,0.01,0.01,4000,4150,500,350,cm-1,0.01,380001,9.0,43939908.73842279,2.0541883685042643
72,20210808_Tvib300K_Trot300K_2.spec,380000.0,300,296,300,300,cython,300,fft,2.4008212089538596,0,1,hitran,"/home/pipebomb/Downloads/CO2 Database/02_500-625_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_625-750_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_750-1000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_1000-1500_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_1500-2000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2000-2125_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2125-2250_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2250-2500_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2500-3000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2500-3000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3000-3250_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3250-3500_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3500-3750_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3750-4000_HITEMP2010.par",0.13753507880165697,0.20180288881201602,0,0,1e-06,0,"1,2,3",1628365884.9621599,radis,100,0,0,0,1,1,CO2,CO2_500_4000_100_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.04255104064941406, 'reinitialize': {'copy_database': 0.00023937225341796875, 'memory_usage_warning': 0.001522064208984375, 'reset_population': 2.47955322265625e-05, 'value': 0.0018012523651123047}, 'scaled_eq_linestrength': 0.002561807632446289, 'calc_lineshift': 0.0005006790161132812, 'calc_hwhm': 0.03520488739013672, 'generate_wavenumber_arrays': 0.009069681167602539, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.10151052474975586, 'DLM_Initialized_vectors': 8.344650268554688e-06, 'DLM_closest_matching_line': 0.0006210803985595703, 'DLM_Distribute_lines': 6.29425048828125e-05, 'DLM_convolve': 2.1904361248016357, 'value': 2.2934272289276123}, 'calc_other_spectral_quan': 0.015594005584716797, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,7487030,boltzmann,2,5,0.01,0.01,4000,4150,500,350,cm-1,0.01,380001,11.0,53704332.90251674,2.510674672616323
74,20210808_Tvib300K_Trot300K_4.spec,380000.0,300,296,300,300,cython,300,fft,1.9631853103637702,0,1,hitran,"/home/pipebomb/Downloads/CO2 Database/02_500-625_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_625-750_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_750-1000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_1000-1500_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_1500-2000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2000-2125_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2125-2250_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2250-2500_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2500-3000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2500-3000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3000-3250_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3250-3500_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3500-3750_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3750-4000_HITEMP2010.par",0.13753507880165697,0.20180288881201602,0,0,1e-06,0,"1,2,3",1628365904.33781,radis,1000,0,0,0,1,1,CO2,CO2_500_4000_1000_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.024572134017944336, 'reinitialize': {'copy_database': 0.0002410411834716797, 'memory_usage_warning': 0.0013535022735595703, 'reset_population': 2.5987625122070312e-05, 'value': 0.0016357898712158203}, 'scaled_eq_linestrength': 0.0025680065155029297, 'calc_lineshift': 0.0005419254302978516, 'calc_hwhm': 0.009985923767089844, 'generate_wavenumber_arrays': 0.0076410770416259766, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.05963706970214844, 'DLM_Initialized_vectors': 8.821487426757812e-06, 'DLM_closest_matching_line': 0.0006611347198486328, 'DLM_Distribute_lines': 0.0019991397857666016, 'DLM_convolve': 1.8395159244537354, 'value': 1.902489423751831}, 'calc_other_spectral_quan': 0.01365971565246582, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,7487030,boltzmann,2,5,0.01,0.01,4000,4150,500,350,cm-1,0.01,380001,11.0,53704332.90251674,2.510674672616323
76,20210808_Tvib300K_Trot300K_6.spec,380000.0,300,296,300,300,cython,300,fft,1.7051260471344,0,1,hitran,"/home/pipebomb/Downloads/CO2 Database/02_500-625_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_625-750_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_750-1000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_1000-1500_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_1500-2000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2000-2125_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2125-2250_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2250-2500_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2500-3000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2500-3000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3000-3250_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3250-3500_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3500-3750_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3750-4000_HITEMP2010.par",0.13753507880165697,0.20180288881201602,0,0,1e-06,0,"1,2,3",1628365920.47351,radis,10000,0,0,0,1,1,CO2,CO2_500_4000_10000_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.00225830078125, 'reinitialize': {'copy_database': 0.00040221214294433594, 'memory_usage_warning': 0.0014111995697021484, 'reset_population': 2.5272369384765625e-05, 'value': 0.0018527507781982422}, 'scaled_eq_linestrength': 0.002858877182006836, 'calc_lineshift': 0.0005176067352294922, 'calc_hwhm': 0.009578704833984375, 'generate_wavenumber_arrays': 0.007048368453979492, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.06421566009521484, 'DLM_Initialized_vectors': 9.5367431640625e-06, 'DLM_closest_matching_line': 0.0011260509490966797, 'DLM_Distribute_lines': 0.0025670528411865234, 'DLM_convolve': 1.5945322513580322, 'value': 1.6632022857666016}, 'calc_other_spectral_quan': 0.01771712303161621, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,7487030,boltzmann,2,5,0.01,0.01,4000,4150,500,350,cm-1,0.01,380001,11.0,53704332.90251674,2.510674672616323
78,20210808_Tvib300K_Trot300K_8.spec,380000.0,300,296,300,300,cython,300,fft,3.0690982341766397,0,1,hitran,"/home/pipebomb/Downloads/CO2 Database/02_500-625_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_625-750_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_750-1000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_1000-1500_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_1500-2000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2000-2125_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2125-2250_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2250-2500_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2500-3000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2500-3000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3000-3250_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3250-3500_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3500-3750_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3750-4000_HITEMP2010.par",0.13753507880165697,0.20180288881201602,0,0,1e-06,0,"1,2,3",1628365937.6772,radis,100000,0,0,0,1,1,CO2,CO2_500_4000_100000_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.0029571056365966797, 'reinitialize': {'copy_database': 0.003066539764404297, 'memory_usage_warning': 0.0014941692352294922, 'reset_population': 2.86102294921875e-05, 'value': 0.004606723785400391}, 'scaled_eq_linestrength': 0.06351828575134277, 'calc_lineshift': 0.0017535686492919922, 'calc_hwhm': 0.02851128578186035, 'generate_wavenumber_arrays': 0.021079301834106445, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.09958434104919434, 'DLM_Initialized_vectors': 9.059906005859375e-06, 'DLM_closest_matching_line': 0.005291938781738281, 'DLM_Distribute_lines': 0.002242565155029297, 'DLM_convolve': 2.8251407146453857, 'value': 2.933279514312744}, 'calc_other_spectral_quan': 0.013252496719360352, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,7487030,boltzmann,3,5,0.01,0.01,4000,4150,500,350,cm-1,0.01,380001,16.0,78115393.31275162,3.65189043289647
80,20210808_Tvib300K_Trot300K_10.spec,380000.0,300,296,300,300,cython,300,fft,3.6943521499633802,0,1,hitran,"/home/pipebomb/Downloads/CO2 Database/02_500-625_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_625-750_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_750-1000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_1000-1500_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_1500-2000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2000-2125_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2125-2250_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2250-2500_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2500-3000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2500-3000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3000-3250_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3250-3500_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3500-3750_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3750-4000_HITEMP2010.par",0.13753507880165697,0.20180288881201602,0,0,1e-06,0,"1,2,3",1628365955.86087,radis,500000,0,0,0,1,1,CO2,CO2_500_4000_500000_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.00575709342956543, 'reinitialize': {'copy_database': 0.009367704391479492, 'memory_usage_warning': 0.0014417171478271484, 'reset_population': 2.8371810913085938e-05, 'value': 0.010854959487915039}, 'scaled_eq_linestrength': 0.020569801330566406, 'calc_lineshift': 0.002179861068725586, 'calc_hwhm': 0.020933151245117188, 'generate_wavenumber_arrays': 0.009356260299682617, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.11903119087219238, 'DLM_Initialized_vectors': 9.059906005859375e-06, 'DLM_closest_matching_line': 0.0251615047454834, 'DLM_Distribute_lines': 0.011775970458984375, 'DLM_convolve': 3.4532196521759033, 'value': 3.610391139984131}, 'calc_other_spectral_quan': 0.014210224151611328, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,7487030,boltzmann,4,5,0.01,0.01,4000,4150,500,350,cm-1,0.01,380001,21.0,102526453.7229865,4.793106193176617
82,20210808_Tvib300K_Trot300K_12.spec,380000.0,300,296,300,300,cython,300,fft,4.06237888336182,0,1,hitran,"/home/pipebomb/Downloads/CO2 Database/02_500-625_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_625-750_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_750-1000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_1000-1500_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_1500-2000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2000-2125_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2125-2250_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2250-2500_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2500-3000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2500-3000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3000-3250_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3250-3500_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3500-3750_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3750-4000_HITEMP2010.par",0.13753507880165697,0.20180288881201602,0,0,1e-06,0,"1,2,3",1628365974.07253,radis,750000,0,0,0,1,1,CO2,CO2_500_4000_750000_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.007812738418579102, 'reinitialize': {'copy_database': 0.013358354568481445, 'memory_usage_warning': 0.0014996528625488281, 'reset_population': 2.7418136596679688e-05, 'value': 0.014902591705322266}, 'scaled_eq_linestrength': 0.030143022537231445, 'calc_lineshift': 0.0033774375915527344, 'calc_hwhm': 0.02736830711364746, 'generate_wavenumber_arrays': 0.010483503341674805, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.12421584129333496, 'DLM_Initialized_vectors': 9.298324584960938e-06, 'DLM_closest_matching_line': 0.03957319259643555, 'DLM_Distribute_lines': 0.018649816513061523, 'DLM_convolve': 3.770871877670288, 'value': 3.9543960094451904}, 'calc_other_spectral_quan': 0.013769149780273438, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,7487030,boltzmann,4,5,0.01,0.01,4000,4150,500,350,cm-1,0.01,380001,21.0,102526453.7229865,4.793106193176617
84,20210808_Tvib300K_Trot300K_14.spec,380000.0,300,296,300,300,cython,300,fft,4.97023105621338,0,1,hitran,"/home/pipebomb/Downloads/CO2 Database/02_500-625_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_625-750_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_750-1000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_1000-1500_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_1500-2000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2000-2125_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2125-2250_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2250-2500_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2500-3000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2500-3000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3000-3250_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3250-3500_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3500-3750_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3750-4000_HITEMP2010.par",0.13753507880165697,0.20180288881201602,0,0,1e-06,0,"1,2,3",1628365993.78818,radis,1000000,0,0,0,1,1,CO2,CO2_500_4000_1000000_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.00970911979675293, 'reinitialize': {'copy_database': 0.028855085372924805, 'memory_usage_warning': 0.0014426708221435547, 'reset_population': 2.6464462280273438e-05, 'value': 0.03034210205078125}, 'scaled_eq_linestrength': 0.037227630615234375, 'calc_lineshift': 0.0031206607818603516, 'calc_hwhm': 0.031591176986694336, 'generate_wavenumber_arrays': 0.011340141296386719, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.15226340293884277, 'DLM_Initialized_vectors': 8.344650268554688e-06, 'DLM_closest_matching_line': 0.055706024169921875, 'DLM_Distribute_lines': 0.026032209396362305, 'DLM_convolve': 4.59671425819397, 'value': 4.833439588546753}, 'calc_other_spectral_quan': 0.01335906982421875, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,7487030,boltzmann,5,5,0.01,0.01,4000,4150,500,350,cm-1,0.01,380001,26.0,126937514.13322139,5.934321953456764
