Index,file,Spectral Points,Tgas,Tref,Trot,Tvib,add_at_used,broadening_max_width,broadening_method,calculation_time,cutoff,db_use_cached,dbformat,dbpath,dlm_log_pG,dlm_log_pL,export_lines,export_rovib_fraction,folding_thresh,include_neighbouring_lines,isotope,last_modified,levelsfmt,lines_calculated,lines_cutoff,lines_in_continuum,load_energies,lvl_use_cached,mole_fraction,molecule,name,optimization,parfuncfmt,parsum_mode,path_length,pressure_mbar,profiler,pseudo_continuum_threshold,radis_version,rot_distribution,self_absorption,state,thermal_equilibrium,total_lines,vib_distribution,wG,wL,warning_broadening_threshold,warning_linestrength_cutoff,wavenum_max,wavenum_max_calc,wavenum_min,wavenum_min_calc,waveunit,wstep,zero_padding,1+wL*wG,Complexity_fft,complexity_final_fft
114,20210808_Tvib300K_Trot300K_14.spec,230000.0,300,296,300,300,cython,300,fft,6.72744822502136,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CH4-06_HITEMP2020.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3",1628415224.12764,radis,2000000,0,0,0,1,1,CH4,CH4_2000_4000_2000000_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 4.4345855712890625e-05, 'reinitialize': {'copy_database': 0.3193328380584717, 'memory_usage_warning': 0.0018825531005859375, 'reset_population': 2.5272369384765625e-05, 'value': 0.3212583065032959}, 'scaled_eq_linestrength': 0.07250237464904785, 'calc_lineshift': 0.005904674530029297, 'calc_hwhm': 0.07116055488586426, 'generate_wavenumber_arrays': 0.013390779495239258, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.32253599166870117, 'DLM_Initialized_vectors': 8.821487426757812e-06, 'DLM_closest_matching_line': 0.1058037281036377, 'DLM_Distribute_lines': 0.10511946678161621, 'DLM_convolve': 5.695649862289429, 'value': 6.235431432723999}, 'calc_other_spectral_quan': 0.007655620574951172, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,4398730,boltzmann,5,11,0.01,0.01,4000,4150,2000,1850,cm-1,0.01,230002,56.0,159014349.4922207,7.433912279989788
116,20210808_Tvib300K_Trot300K_16.spec,230000.0,300,296,300,300,cython,300,fft,8.31602001190186,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CH4-06_HITEMP2020.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3",1628415263.34288,radis,3000000,0,0,0,1,1,CH4,CH4_2000_4000_3000000_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 4.410743713378906e-05, 'reinitialize': {'copy_database': 0.565070629119873, 'memory_usage_warning': 0.0017201900482177734, 'reset_population': 2.5510787963867188e-05, 'value': 0.5668346881866455}, 'scaled_eq_linestrength': 0.11794710159301758, 'calc_lineshift': 0.008548498153686523, 'calc_hwhm': 0.13625192642211914, 'generate_wavenumber_arrays': 0.019596576690673828, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.3992586135864258, 'DLM_Initialized_vectors': 9.059906005859375e-06, 'DLM_closest_matching_line': 0.15509271621704102, 'DLM_Distribute_lines': 0.14795351028442383, 'DLM_convolve': 6.747863531112671, 'value': 7.458770990371704}, 'calc_other_spectral_quan': 0.00792241096496582, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,4398730,boltzmann,6,11,0.01,0.01,4000,4150,2000,1850,cm-1,0.01,230002,67.0,190249310.99962118,8.894145049273495
118,20210808_Tvib300K_Trot300K_18.spec,230000.0,300,296,300,300,cython,300,fft,12.2698624134064,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CH4-06_HITEMP2020.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3",1628415308.8701198,radis,4000000,0,0,0,1,1,CH4,CH4_2000_4000_4000000_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 4.506111145019531e-05, 'reinitialize': {'copy_database': 0.8003389835357666, 'memory_usage_warning': 0.002123594284057617, 'reset_population': 4.673004150390625e-05, 'value': 0.8025314807891846}, 'scaled_eq_linestrength': 0.18056774139404297, 'calc_lineshift': 0.027647018432617188, 'calc_hwhm': 0.1819014549255371, 'generate_wavenumber_arrays': 0.025249958038330078, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.4276571273803711, 'DLM_Initialized_vectors': 8.821487426757812e-06, 'DLM_closest_matching_line': 0.19933009147644043, 'DLM_Distribute_lines': 0.24524545669555664, 'DLM_convolve': 10.159230470657349, 'value': 11.041969060897827}, 'calc_other_spectral_quan': 0.009822607040405273, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,4398730,boltzmann,7,11,0.01,0.01,4000,4150,2000,1850,cm-1,0.01,230002,78.0,221484272.50702167,10.354377818557204
120,20210808_Tvib300K_Trot300K_20.spec,230000.0,300,296,300,300,cython,300,fft,11.6873021125793,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CH4-06_HITEMP2020.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3",1628415352.96948,radis,4398730,0,0,0,1,1,CH4,CH4_2000_4000_4398730_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 4.4345855712890625e-05, 'reinitialize': {'copy_database': 0.9559895992279053, 'memory_usage_warning': 0.0019648075103759766, 'reset_population': 2.5033950805664062e-05, 'value': 0.9579982757568359}, 'scaled_eq_linestrength': 0.38508009910583496, 'calc_lineshift': 0.049442291259765625, 'calc_hwhm': 0.27901601791381836, 'generate_wavenumber_arrays': 0.03181004524230957, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.4989340305328369, 'DLM_Initialized_vectors': 9.298324584960938e-06, 'DLM_closest_matching_line': 0.23122167587280273, 'DLM_Distribute_lines': 0.26850461959838867, 'DLM_convolve': 8.965736150741577, 'value': 9.97611379623413}, 'calc_other_spectral_quan': 0.007691860198974609, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,4398730,boltzmann,8,11,0.01,0.01,4000,4150,2000,1850,cm-1,0.01,230002,89.0,252719234.01442218,11.814610587840914
122,20210808_Tvib300K_Trot300K.spec,230000.0,300,296,300,300,cython,300,fft,4.574541568756099,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3,4,5,6",1628362517.0789301,radis,115755,0,0,0,1,1,CO,CO_2000_4000_115755_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.0003066062927246094, 'reinitialize': {'copy_database': 0.0060427188873291016, 'memory_usage_warning': 0.0023040771484375, 'reset_population': 3.218650817871094e-05, 'value': 0.008397817611694336}, 'scaled_eq_linestrength': 0.01041102409362793, 'calc_lineshift': 0.0013260841369628906, 'calc_hwhm': 0.017279386520385742, 'generate_wavenumber_arrays': 0.004635810852050781, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.18270039558410645, 'DLM_Initialized_vectors': 8.821487426757812e-06, 'DLM_closest_matching_line': 0.007558584213256836, 'DLM_Distribute_lines': 0.04679107666015625, 'DLM_convolve': 4.283607482910156, 'value': 4.524123191833496}, 'calc_other_spectral_quan': 0.007950544357299805, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,115755,boltzmann,8,5,0.01,0.01,4000,4150,2000,1850,cm-1,0.01,230002,,116421220.1639473,5.4426857764210945
124,20210808_Tvib300K_Trot300K_2.spec,430000.0,300,296,300,300,cython,300,fft,2.5903115272522004,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3,4,5,6",1628362523.2588801,radis,210572,0,0,0,1,1,CO,CO_2000_6000_210572_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.0002453327178955078, 'reinitialize': {'copy_database': 0.009823799133300781, 'memory_usage_warning': 0.0015883445739746094, 'reset_population': 3.147125244140625e-05, 'value': 0.011461496353149414}, 'scaled_eq_linestrength': 0.011281967163085938, 'calc_lineshift': 0.00118255615234375, 'calc_hwhm': 0.024168968200683594, 'generate_wavenumber_arrays': 0.008746623992919922, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.46643781661987305, 'DLM_Initialized_vectors': 8.58306884765625e-06, 'DLM_closest_matching_line': 0.013088226318359375, 'DLM_Distribute_lines': 0.11221432685852051, 'DLM_convolve': 1.917848825454712, 'value': 2.5179574489593506}, 'calc_other_spectral_quan': 0.015164375305175781, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,210572,boltzmann,11,5,0.01,0.01,6000,6150,2000,1850,cm-1,0.01,430001,,312354694.94308746,14.602565176443273
126,20210808_Tvib300K_Trot300K_4.spec,630000.0,300,296,300,300,cython,300,fft,28.8374009132385,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3,4,5,6",1628362558.7024698,radis,301576,0,0,0,1,1,CO,CO_2000_8000_301576_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.0002758502960205078, 'reinitialize': {'copy_database': 0.015095949172973633, 'memory_usage_warning': 0.0015897750854492188, 'reset_population': 8.273124694824219e-05, 'value': 0.01680469512939453}, 'scaled_eq_linestrength': 0.02169036865234375, 'calc_lineshift': 0.0013172626495361328, 'calc_hwhm': 0.030095338821411133, 'generate_wavenumber_arrays': 0.016948223114013672, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.9233381748199463, 'DLM_Initialized_vectors': 2.7894973754882812e-05, 'DLM_closest_matching_line': 0.025007009506225586, 'DLM_Distribute_lines': 0.21470141410827637, 'DLM_convolve': 27.548224449157715, 'value': 28.724740028381348}, 'calc_other_spectral_quan': 0.02540111541748047, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,301576,boltzmann,13,5,0.01,0.01,8000,8150,2000,1850,cm-1,0.01,630001,,555237494.5901296,25.957322987044375
128,20210808_Tvib300K_Trot300K_6.spec,830000.0,300,296,300,300,cython,300,fft,18.983891248703,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3,4,5,6",1628362589.2739,radis,389355,0,0,0,1,1,CO,CO_2000_10000_389355_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.0002684593200683594, 'reinitialize': {'copy_database': 0.019465208053588867, 'memory_usage_warning': 0.0015501976013183594, 'reset_population': 3.170967102050781e-05, 'value': 0.021065235137939453}, 'scaled_eq_linestrength': 0.01981043815612793, 'calc_lineshift': 0.0023393630981445312, 'calc_hwhm': 0.03453397750854492, 'generate_wavenumber_arrays': 0.016669273376464844, 'calc_line_broadening': {'precompute_DLM_lineshapes': 1.3385884761810303, 'DLM_Initialized_vectors': 9.059906005859375e-06, 'DLM_closest_matching_line': 0.025305986404418945, 'DLM_Distribute_lines': 0.2778654098510742, 'DLM_convolve': 17.189584255218506, 'value': 18.85510492324829}, 'calc_other_spectral_quan': 0.03398704528808594, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,389355,boltzmann,14,5,0.01,0.01,10000,10150,2000,1850,cm-1,0.01,830001,,803167635.1380099,37.54804371309211
130,20210808_Tvib300K_Trot300K_8.spec,1030000.0,300,296,300,300,cython,300,fft,36.1776790618896,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3,4,5,6",1628362638.76864,radis,471366,0,0,0,1,1,CO,CO_2000_12000_471366_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.0002434253692626953, 'reinitialize': {'copy_database': 0.025913476943969727, 'memory_usage_warning': 0.001550912857055664, 'reset_population': 3.3855438232421875e-05, 'value': 0.027549266815185547}, 'scaled_eq_linestrength': 0.023593902587890625, 'calc_lineshift': 0.002069711685180664, 'calc_hwhm': 0.04236936569213867, 'generate_wavenumber_arrays': 0.025920391082763672, 'calc_line_broadening': {'precompute_DLM_lineshapes': 2.0398223400115967, 'DLM_Initialized_vectors': 9.059906005859375e-06, 'DLM_closest_matching_line': 0.03431057929992676, 'DLM_Distribute_lines': 0.38538169860839844, 'DLM_convolve': 33.52356481552124, 'value': 36.013046979904175}, 'calc_other_spectral_quan': 0.04276275634765625, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,471366,boltzmann,16,5,0.01,0.01,12000,12150,2000,1850,cm-1,0.01,1030001,,1155094136.7219713,54.00058872008751
132,20210808_Tvib300K_Trot300K_10.spec,1230000.0,300,296,300,300,cython,300,fft,81.56184005737309,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3,4,5,6",1628362736.27717,radis,543823,0,0,0,1,1,CO,CO_2000_14000_543823_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.00042700767517089844, 'reinitialize': {'copy_database': 0.028533935546875, 'memory_usage_warning': 0.0015096664428710938, 'reset_population': 3.170967102050781e-05, 'value': 0.03009486198425293}, 'scaled_eq_linestrength': 0.027301311492919922, 'calc_lineshift': 0.002567768096923828, 'calc_hwhm': 0.05314779281616211, 'generate_wavenumber_arrays': 0.028429508209228516, 'calc_line_broadening': {'precompute_DLM_lineshapes': 2.7333123683929443, 'DLM_Initialized_vectors': 1.1205673217773438e-05, 'DLM_closest_matching_line': 0.04050564765930176, 'DLM_Distribute_lines': 0.46401214599609375, 'DLM_convolve': 78.08759307861328, 'value': 81.36193823814392}, 'calc_other_spectral_quan': 0.05781197547912598, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,543823,boltzmann,17,5,0.01,0.01,14000,14150,2000,1850,cm-1,0.01,1230001,,1483302665.6589348,69.34431978242941
134,20210808_Tvib300K_Trot300K_12.spec,1430000.0,300,296,300,300,cython,300,fft,97.75579166412349,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3,4,5,6",1628362857.12357,radis,597654,0,0,0,1,1,CO,CO_2000_16000_597654_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.00025463104248046875, 'reinitialize': {'copy_database': 0.045725345611572266, 'memory_usage_warning': 0.0015015602111816406, 'reset_population': 3.075599670410156e-05, 'value': 0.04727458953857422}, 'scaled_eq_linestrength': 0.03219246864318848, 'calc_lineshift': 0.0026998519897460938, 'calc_hwhm': 0.051117897033691406, 'generate_wavenumber_arrays': 0.041665077209472656, 'calc_line_broadening': {'precompute_DLM_lineshapes': 4.07843279838562, 'DLM_Initialized_vectors': 1.0967254638671875e-05, 'DLM_closest_matching_line': 0.04882979393005371, 'DLM_Distribute_lines': 0.5893847942352295, 'DLM_convolve': 92.7519268989563, 'value': 97.51300001144409}, 'calc_other_spectral_quan': 0.06747221946716309, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,597654,boltzmann,18,5,0.01,0.01,16000,16150,2000,1850,cm-1,0.01,1430001,,1844356564.3409824,86.22357011248828
136,20210807_Tvib300K_Trot300K.spec,52000.0,300,296,300,300,cython,20,fft,0.116898059844971,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3,4,5,6",1628281336.59634,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.0003497600555419922, 'reinitialize': {'copy_database': 0.0009913444519042969, 'memory_usage_warning': 0.0019278526306152344, 'reset_population': 3.1948089599609375e-05, 'value': 0.00296783447265625}, 'scaled_eq_linestrength': 0.012043952941894531, 'calc_lineshift': 0.0010056495666503906, 'calc_hwhm': 0.014338493347167969, 'generate_wavenumber_arrays': 0.0016567707061767578, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.020752668380737305, 'DLM_Initialized_vectors': 9.298324584960938e-06, 'DLM_closest_matching_line': 0.0014634132385253906, 'DLM_Distribute_lines': 0.006050825119018555, 'DLM_convolve': 0.05283308029174805, 'value': 0.0818026065826416}, 'calc_other_spectral_quan': 0.002635955810546875, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2510,2000,1990,cm-1,0.01,52002,,11858026.905339412,0.5543621195794315
137,20210807_Tvib300K_Trot300K_1.spec,54000.0,300,296,300,300,cython,40,fft,0.114286661148071,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3,4,5,6",1628281336.95634,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.0002446174621582031, 'reinitialize': {'copy_database': 0.0006794929504394531, 'memory_usage_warning': 0.0016884803771972656, 'reset_population': 3.147125244140625e-05, 'value': 0.0024149417877197266}, 'scaled_eq_linestrength': 0.006702899932861328, 'calc_lineshift': 0.0009610652923583984, 'calc_hwhm': 0.014535665512084961, 'generate_wavenumber_arrays': 0.0013852119445800781, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.022151470184326172, 'DLM_Initialized_vectors': 8.821487426757812e-06, 'DLM_closest_matching_line': 0.0013539791107177734, 'DLM_Distribute_lines': 0.00668787956237793, 'DLM_convolve': 0.054334163665771484, 'value': 0.08522915840148926}, 'calc_other_spectral_quan': 0.0027163028717041016, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2520,2000,1980,cm-1,0.01,52002,,12356902.39516963,0.5776845218775726
138,20210807_Tvib300K_Trot300K_2.spec,56000.0,300,296,300,300,cython,60,fft,0.39913964271545394,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3,4,5,6",1628281338.23634,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.0002460479736328125, 'reinitialize': {'copy_database': 0.0005018711090087891, 'memory_usage_warning': 0.0012319087982177734, 'reset_population': 3.24249267578125e-05, 'value': 0.0017807483673095703}, 'scaled_eq_linestrength': 0.006362199783325195, 'calc_lineshift': 0.0007092952728271484, 'calc_hwhm': 0.013669013977050781, 'generate_wavenumber_arrays': 0.00189971923828125, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.0220644474029541, 'DLM_Initialized_vectors': 9.059906005859375e-06, 'DLM_closest_matching_line': 0.0017478466033935547, 'DLM_Distribute_lines': 0.006513118743896484, 'DLM_convolve': 0.3405270576477051, 'value': 0.37154388427734375}, 'calc_other_spectral_quan': 0.002805471420288086, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2530,2000,1970,cm-1,0.01,52002,,12857333.796387529,0.6010796629493426
139,20210807_Tvib300K_Trot300K_3.spec,58000.0,300,296,300,300,cython,80,fft,0.42705988883972207,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3,4,5,6",1628281338.90834,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.00041747093200683594, 'reinitialize': {'copy_database': 0.0005710124969482422, 'memory_usage_warning': 0.001341104507446289, 'reset_population': 3.62396240234375e-05, 'value': 0.001966714859008789}, 'scaled_eq_linestrength': 0.008393526077270508, 'calc_lineshift': 0.0009138584136962891, 'calc_hwhm': 0.013383626937866211, 'generate_wavenumber_arrays': 0.0012767314910888672, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.020609378814697266, 'DLM_Initialized_vectors': 9.5367431640625e-06, 'DLM_closest_matching_line': 0.0013973712921142578, 'DLM_Distribute_lines': 0.0025854110717773438, 'DLM_convolve': 0.3713967800140381, 'value': 0.3982508182525635}, 'calc_other_spectral_quan': 0.0023550987243652344, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2540,2000,1960,cm-1,0.01,52002,,13359265.516645782,0.624544943855496
140,20210807_Tvib300K_Trot300K_4.spec,60000.0,300,296,300,300,cython,100,fft,0.5000653266906739,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3,4,5,6",1628281339.66434,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.0002446174621582031, 'reinitialize': {'copy_database': 0.00046253204345703125, 'memory_usage_warning': 0.0012345314025878906, 'reset_population': 3.1948089599609375e-05, 'value': 0.0017440319061279297}, 'scaled_eq_linestrength': 0.006616830825805664, 'calc_lineshift': 0.0009152889251708984, 'calc_hwhm': 0.013108968734741211, 'generate_wavenumber_arrays': 0.0013763904571533203, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.02626776695251465, 'DLM_Initialized_vectors': 1.0013580322265625e-05, 'DLM_closest_matching_line': 0.0013628005981445312, 'DLM_Distribute_lines': 0.00552821159362793, 'DLM_convolve': 0.43968772888183594, 'value': 0.4735410213470459}, 'calc_other_spectral_quan': 0.002424001693725586, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2550,2000,1950,cm-1,0.01,52002,,13862645.79991734,0.6480779450045543
141,20210807_Tvib300K_Trot300K_5.spec,62000.0,300,296,300,300,cython,120,fft,0.5443348884582521,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3,4,5,6",1628281340.48034,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.0002722740173339844, 'reinitialize': {'copy_database': 0.0005006790161132812, 'memory_usage_warning': 0.0012717247009277344, 'reset_population': 3.337860107421875e-05, 'value': 0.0018219947814941406}, 'scaled_eq_linestrength': 0.0058231353759765625, 'calc_lineshift': 0.0007853507995605469, 'calc_hwhm': 0.017180919647216797, 'generate_wavenumber_arrays': 0.0023055076599121094, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.027341604232788086, 'DLM_Initialized_vectors': 1.3113021850585938e-05, 'DLM_closest_matching_line': 0.0022161006927490234, 'DLM_Distribute_lines': 0.005914211273193359, 'DLM_convolve': 0.4755535125732422, 'value': 0.5133986473083496}, 'calc_other_spectral_quan': 0.0026400089263916016, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2560,2000,1940,cm-1,0.01,52002,,14367426.342563452,0.6716764082040054
142,20210807_Tvib300K_Trot300K_6.spec,64000.0,300,296,300,300,cython,140,fft,0.462472438812256,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3,4,5,6",1628281341.19634,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.0002484321594238281, 'reinitialize': {'copy_database': 0.00047016143798828125, 'memory_usage_warning': 0.0017278194427490234, 'reset_population': 3.7670135498046875e-05, 'value': 0.002254009246826172}, 'scaled_eq_linestrength': 0.007565498352050781, 'calc_lineshift': 0.001089334487915039, 'calc_hwhm': 0.012177467346191406, 'generate_wavenumber_arrays': 0.001291036605834961, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.0236051082611084, 'DLM_Initialized_vectors': 8.344650268554688e-06, 'DLM_closest_matching_line': 0.0013055801391601562, 'DLM_Distribute_lines': 0.00580906867980957, 'DLM_convolve': 0.4039931297302246, 'value': 0.43538832664489746}, 'calc_other_spectral_quan': 0.0023598670959472656, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2570,2000,1930,cm-1,0.01,52002,,14873561.958987392,0.6953382210296347
143,20210807_Tvib300K_Trot300K_7.spec,66000.0,300,296,300,300,cython,160,fft,0.518026113510132,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3,4,5,6",1628281341.96034,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.00023794174194335938, 'reinitialize': {'copy_database': 0.0005204677581787109, 'memory_usage_warning': 0.00119781494140625, 'reset_population': 3.0517578125e-05, 'value': 0.0017638206481933594}, 'scaled_eq_linestrength': 0.005815744400024414, 'calc_lineshift': 0.0008034706115722656, 'calc_hwhm': 0.013799428939819336, 'generate_wavenumber_arrays': 0.0022077560424804688, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.024024248123168945, 'DLM_Initialized_vectors': 8.344650268554688e-06, 'DLM_closest_matching_line': 0.0020089149475097656, 'DLM_Distribute_lines': 0.0028793811798095703, 'DLM_convolve': 0.45905232429504395, 'value': 0.49040675163269043}, 'calc_other_spectral_quan': 0.0029022693634033203, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2580,2000,1920,cm-1,0.01,52002,,15381010.289117867,0.7190614031503892
144,20210807_Tvib300K_Trot300K_8.spec,68000.0,300,296,300,300,cython,180,fft,0.188655138015747,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3,4,5,6",1628281342.40434,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.0002522468566894531, 'reinitialize': {'copy_database': 0.0004928112030029297, 'memory_usage_warning': 0.001323699951171875, 'reset_population': 3.409385681152344e-05, 'value': 0.0018668174743652344}, 'scaled_eq_linestrength': 0.006819009780883789, 'calc_lineshift': 0.0010097026824951172, 'calc_hwhm': 0.01334381103515625, 'generate_wavenumber_arrays': 0.0014545917510986328, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.026292085647583008, 'DLM_Initialized_vectors': 9.775161743164062e-06, 'DLM_closest_matching_line': 0.001348733901977539, 'DLM_Distribute_lines': 0.007828235626220703, 'DLM_convolve': 0.1251537799835205, 'value': 0.1613471508026123}, 'calc_other_spectral_quan': 0.0024602413177490234, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2590,2000,1910,cm-1,0.01,52002,,15889731.541377971,0.7428440943121901
